precio_noche,estrellas,puntuacion,noches,features,scaledFeatures,prediction
348075.0,0.0,10.0,1.0,"[348075.0,0.0,10.0,1.0]","[1.8973051409552273,0.0,3.7760672322001025,4.678687769727618]",0
108000.0,0.0,0.0,1.0,"[108000.0,0.0,0.0,1.0]","[0.5886919635801611,0.0,0.0,4.678687769727618]",0
378000.0,0.0,9.1,1.0,"[378000.0,0.0,9.1,1.0]","[2.0604218725305636,0.0,3.436221181302093,4.678687769727618]",0
148500.0,0.0,8.3,1.0,"[148500.0,0.0,8.3,1.0]","[0.8094514499227214,0.0,3.1341358027260853,4.678687769727618]",0
304454.0,0.0,10.0,1.0,"[304454.0,0.0,10.0,1.0]","[1.6595335470355033,0.0,3.7760672322001025,4.678687769727618]",0
304200.0,0.0,9.5,1.0,"[304200.0,0.0,9.5,1.0]","[1.658149030750787,0.0,3.5872638705900974,4.678687769727618]",0
503693.0,0.0,9.6,1.0,"[503693.0,0.0,9.6,1.0]","[2.745555751959093,0.0,3.625024542912098,4.678687769727618]",0
40295.0,0.0,8.4,1.0,"[40295.0,0.0,8.4,1.0]","[0.219642061782061,0.0,3.1718964750480865,4.678687769727618]",0
202880.0,0.0,9.5,1.0,"[202880.0,0.0,9.5,1.0]","[1.1058687552883617,0.0,3.5872638705900974,4.678687769727618]",0
43805.0,0.0,8.1,1.0,"[43805.0,0.0,8.1,1.0]","[0.23877455059841624,0.0,3.058614458082083,4.678687769727618]",0
180000.0,0.0,0.0,1.0,"[180000.0,0.0,0.0,1.0]","[0.9811532726336017,0.0,0.0,4.678687769727618]",0
171029.0,5.0,8.8,1.0,"[171029.0,5.0,8.8,1.0]","[0.9322536836958459,2.672060590394606,3.322939164336091,4.678687769727618]",1
160602.0,0.0,8.6,1.0,"[160602.0,0.0,8.6,1.0]","[0.8754176549527872,0.0,3.247417819692088,4.678687769727618]",0
207924.0,0.0,9.3,1.0,"[207924.0,0.0,9.3,1.0]","[1.1333628503281612,0.0,3.511742525946096,4.678687769727618]",0
179279.0,0.0,9.5,1.0,"[179279.0,0.0,9.5,1.0]","[0.9772232086915527,0.0,3.5872638705900974,4.678687769727618]",0
64000.0,0.0,9.6,1.0,"[64000.0,0.0,9.6,1.0]","[0.3488544969363917,0.0,3.625024542912098,4.678687769727618]",0
316414.0,0.0,8.9,1.0,"[316414.0,0.0,8.9,1.0]","[1.7247257311504913,0.0,3.3606998366580916,4.678687769727618]",0
240936.0,0.0,8.8,1.0,"[240936.0,0.0,8.8,1.0]","[1.3133063605291637,0.0,3.322939164336091,4.678687769727618]",0
163599.0,0.0,0.0,1.0,"[163599.0,0.0,0.0,1.0]","[0.8917538569421367,0.0,0.0,4.678687769727618]",0
94560.0,0.0,8.8,1.0,"[94560.0,0.0,8.8,1.0]","[0.5154325192235187,0.0,3.322939164336091,4.678687769727618]",0
150000.0,0.0,9.4,1.0,"[150000.0,0.0,9.4,1.0]","[0.8176277271946681,0.0,3.5495031982680967,4.678687769727618]",0
71457.0,0.0,9.2,1.0,"[71457.0,0.0,9.2,1.0]","[0.389501496680996,0.0,3.4739818536240943,4.678687769727618]",0
72107.0,0.0,9.4,1.0,"[72107.0,0.0,9.4,1.0]","[0.3930445501655062,0.0,3.5495031982680967,4.678687769727618]",0
200000.0,0.0,9.6,1.0,"[200000.0,0.0,9.6,1.0]","[1.0901703029262242,0.0,3.625024542912098,4.678687769727618]",0
201323.0,3.0,8.0,1.0,"[201323.0,3.0,8.0,1.0]","[1.097381779480081,1.6032363542367636,3.020853785760082,4.678687769727618]",1
99147.0,4.0,8.0,1.0,"[99147.0,4.0,8.0,1.0]","[0.5404355751211317,2.1376484723156848,3.020853785760082,4.678687769727618]",1
163620.0,4.0,8.7,1.0,"[163620.0,4.0,8.7,1.0]","[0.891868324823944,2.1376484723156848,3.285178492014089,4.678687769727618]",1
146016.0,0.0,9.3,1.0,"[146016.0,0.0,9.3,1.0]","[0.7959115347603777,0.0,3.511742525946096,4.678687769727618]",0
124384.0,4.0,8.3,1.0,"[124384.0,4.0,8.3,1.0]","[0.6779987147958774,2.1376484723156848,3.1341358027260853,4.678687769727618]",1
243361.0,4.0,8.5,1.0,"[243361.0,4.0,8.5,1.0]","[1.3265246754521443,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
232907.0,0.0,9.6,1.0,"[232907.0,0.0,9.6,1.0]","[1.2695414737181905,0.0,3.625024542912098,4.678687769727618]",0
268598.0,4.0,8.8,1.0,"[268598.0,4.0,8.8,1.0]","[1.4640878151268897,2.1376484723156848,3.322939164336091,4.678687769727618]",1
146854.0,0.0,8.9,1.0,"[146854.0,0.0,8.9,1.0]","[0.8004793483296386,0.0,3.3606998366580916,4.678687769727618]",0
76000.0,0.0,8.7,1.0,"[76000.0,0.0,8.7,1.0]","[0.41426471511196516,0.0,3.285178492014089,4.678687769727618]",0
110324.0,4.0,8.5,1.0,"[110324.0,4.0,8.5,1.0]","[0.6013597425001638,2.1376484723156848,3.2096571473700872,4.678687769727618]",1
29550.0,0.0,6.6,1.0,"[29550.0,0.0,6.6,1.0]","[0.16107266225734962,0.0,2.4922043732520676,4.678687769727618]",0
117426.0,0.0,8.0,1.0,"[117426.0,0.0,8.0,1.0]","[0.640071689957074,0.0,3.020853785760082,4.678687769727618]",0
246608.0,0.0,9.2,1.0,"[246608.0,0.0,9.2,1.0]","[1.3442235903201514,0.0,3.4739818536240943,4.678687769727618]",0
282625.0,0.0,0.0,1.0,"[282625.0,0.0,0.0,1.0]","[1.5405469093226205,0.0,0.0,4.678687769727618]",0
135000.0,0.0,9.0,1.0,"[135000.0,0.0,9.0,1.0]","[0.7358649544752013,0.0,3.3984605089800923,4.678687769727618]",0
173406.0,0.0,8.0,1.0,"[173406.0,0.0,8.0,1.0]","[0.9452103577461242,0.0,3.020853785760082,4.678687769727618]",0
84000.0,0.0,9.6,1.0,"[84000.0,0.0,9.6,1.0]","[0.45787152722901414,0.0,3.625024542912098,4.678687769727618]",0
88224.0,0.0,8.3,1.0,"[88224.0,0.0,8.3,1.0]","[0.48089592402681597,0.0,3.1341358027260853,4.678687769727618]",0
222680.0,3.0,8.2,1.0,"[222680.0,3.0,8.2,1.0]","[1.213795615278058,1.6032363542367636,3.096375130404084,4.678687769727618]",1
245225.0,1.0,6.2,1.0,"[245225.0,1.0,6.2,1.0]","[1.3366850626754165,0.5344121180789212,2.3411616839640637,4.678687769727618]",0
204000.0,0.0,9.5,1.0,"[204000.0,0.0,9.5,1.0]","[1.1119737089847486,0.0,3.5872638705900974,4.678687769727618]",0
204378.0,2.0,7.2,1.0,"[204378.0,2.0,7.2,1.0]","[1.1140341308572792,1.0688242361578424,2.718768407184074,4.678687769727618]",1
210897.0,2.0,8.4,1.0,"[210897.0,2.0,8.4,1.0]","[1.1495682318811595,1.0688242361578424,3.1718964750480865,4.678687769727618]",1
66699.0,0.0,9.7,1.0,"[66699.0,0.0,9.7,1.0]","[0.36356634517438113,0.0,3.6627852152340994,4.678687769727618]",0
40560.0,0.0,9.2,1.0,"[40560.0,0.0,9.2,1.0]","[0.22108653743343826,0.0,3.4739818536240943,4.678687769727618]",0
214744.0,0.0,8.6,1.0,"[214744.0,0.0,8.6,1.0]","[1.1705376576579454,0.0,3.247417819692088,4.678687769727618]",0
157956.0,3.0,8.7,1.0,"[157956.0,3.0,8.7,1.0]","[0.8609947018450733,1.6032363542367636,3.285178492014089,4.678687769727618]",1
71960.0,1.0,8.1,1.0,"[71960.0,1.0,8.1,1.0]","[0.39224327499285544,0.5344121180789212,3.058614458082083,4.678687769727618]",0
49056.0,2.0,7.0,1.0,"[49056.0,2.0,7.0,1.0]","[0.2673969719017443,1.0688242361578424,2.643247062540072,4.678687769727618]",0
66775.0,3.0,7.9,1.0,"[66775.0,3.0,7.9,1.0]","[0.3639806098894931,1.6032363542367636,2.9830931134380814,4.678687769727618]",1
107372.0,0.0,8.9,1.0,"[107372.0,0.0,8.9,1.0]","[0.5852688288289727,0.0,3.3606998366580916,4.678687769727618]",0
62716.0,2.0,9.8,1.0,"[62716.0,2.0,9.8,1.0]","[0.3418556035916054,1.0688242361578424,3.700545887556101,4.678687769727618]",1
188842.0,1.0,8.4,1.0,"[188842.0,1.0,8.4,1.0]","[1.02934970172597,0.5344121180789212,3.1718964750480865,4.678687769727618]",0
252325.0,0.0,8.9,1.0,"[252325.0,0.0,8.9,1.0]","[1.3753861084292975,0.0,3.3606998366580916,4.678687769727618]",0
61202.0,0.0,7.3,1.0,"[61202.0,0.0,7.3,1.0]","[0.33360301439845386,0.0,2.756529079506075,4.678687769727618]",0
132179.0,2.0,8.9,1.0,"[132179.0,2.0,8.9,1.0]","[0.7204881023524269,1.0688242361578424,3.3606998366580916,4.678687769727618]",1
56294.0,2.0,9.4,1.0,"[56294.0,2.0,9.4,1.0]","[0.3068502351646443,1.0688242361578424,3.5495031982680967,4.678687769727618]",1
143300.0,1.0,8.5,1.0,"[143300.0,1.0,8.5,1.0]","[0.7811070220466396,0.5344121180789212,3.2096571473700872,4.678687769727618]",0
72634.0,1.0,9.3,1.0,"[72634.0,1.0,9.3,1.0]","[0.3959171489137168,0.5344121180789212,3.511742525946096,4.678687769727618]",0
73324.0,5.0,7.8,1.0,"[73324.0,5.0,7.8,1.0]","[0.3996782364588123,2.672060590394606,2.94533244111608,4.678687769727618]",1
145964.0,4.0,6.2,1.0,"[145964.0,4.0,6.2,1.0]","[0.7956280904816169,2.1376484723156848,2.3411616839640637,4.678687769727618]",1
984999.0,5.0,9.5,1.0,"[984999.0,5.0,9.5,1.0]","[5.369083291060139,2.672060590394606,3.5872638705900974,4.678687769727618]",1
489992.0,0.0,8.0,1.0,"[489992.0,0.0,8.0,1.0]","[2.670873635357132,0.0,3.020853785760082,4.678687769727618]",0
85898.0,4.0,8.2,1.0,"[85898.0,4.0,8.2,1.0]","[0.468217243403784,2.1376484723156848,3.096375130404084,4.678687769727618]",1
81000.0,0.0,7.8,1.0,"[81000.0,0.0,7.8,1.0]","[0.4415189726851208,0.0,2.94533244111608,4.678687769727618]",0
54682.0,2.0,8.4,1.0,"[54682.0,2.0,8.4,1.0]","[0.29806346252305893,1.0688242361578424,3.1718964750480865,4.678687769727618]",1
159787.0,3.0,7.4,1.0,"[159787.0,3.0,7.4,1.0]","[0.8709752109683628,1.6032363542367636,2.7942897518280763,4.678687769727618]",1
87555.0,1.0,8.7,1.0,"[87555.0,1.0,8.7,1.0]","[0.47724930436352775,0.5344121180789212,3.285178492014089,4.678687769727618]",0
142653.0,2.0,8.0,1.0,"[142653.0,2.0,8.0,1.0]","[0.7775803211166733,1.0688242361578424,3.020853785760082,4.678687769727618]",1
238098.0,4.0,6.6,1.0,"[238098.0,4.0,6.6,1.0]","[1.2978368439306405,2.1376484723156848,2.4922043732520676,4.678687769727618]",1
268431.0,0.0,9.4,1.0,"[268431.0,0.0,9.4,1.0]","[1.4631775229239463,0.0,3.5495031982680967,4.678687769727618]",0
138218.0,2.0,9.6,1.0,"[138218.0,2.0,9.6,1.0]","[0.7534057946492843,1.0688242361578424,3.625024542912098,4.678687769727618]",1
127262.0,4.0,6.6,1.0,"[127262.0,4.0,6.6,1.0]","[0.6936862654549857,2.1376484723156848,2.4922043732520676,4.678687769727618]",1
224479.0,5.0,7.1,1.0,"[224479.0,5.0,7.1,1.0]","[1.2236016971528794,2.672060590394606,2.6810077348620727,4.678687769727618]",1
127287.0,5.0,8.3,1.0,"[127287.0,5.0,8.3,1.0]","[0.6938225367428514,2.672060590394606,3.1341358027260853,4.678687769727618]",1
120034.0,1.0,8.1,1.0,"[120034.0,1.0,8.1,1.0]","[0.6542875107072319,0.5344121180789212,3.058614458082083,4.678687769727618]",0
113136.0,2.0,7.1,1.0,"[113136.0,2.0,7.1,1.0]","[0.6166875369593064,1.0688242361578424,2.6810077348620727,4.678687769727618]",1
151466.0,0.0,8.2,1.0,"[151466.0,0.0,8.2,1.0]","[0.8256186755151174,0.0,3.096375130404084,4.678687769727618]",0
340340.0,0.0,9.4,1.0,"[340340.0,0.0,9.4,1.0]","[1.8551428044895557,0.0,3.5495031982680967,4.678687769727618]",0
210000.0,0.0,9.8,1.0,"[210000.0,0.0,9.8,1.0]","[1.1446788180725354,0.0,3.700545887556101,4.678687769727618]",0
38130.0,0.0,9.6,1.0,"[38130.0,0.0,9.6,1.0]","[0.20784096825288464,0.0,3.625024542912098,4.678687769727618]",0
64070.0,5.0,8.2,1.0,"[64070.0,5.0,8.2,1.0]","[0.3492360565424159,2.672060590394606,3.096375130404084,4.678687769727618]",1
98839.0,1.0,6.5,1.0,"[98839.0,1.0,6.5,1.0]","[0.5387567128546253,0.5344121180789212,2.454443700930067,4.678687769727618]",0
168082.0,0.0,8.2,1.0,"[168082.0,0.0,8.2,1.0]","[0.9161900242822281,0.0,3.096375130404084,4.678687769727618]",0
156549.0,0.0,9.1,1.0,"[156549.0,0.0,9.1,1.0]","[0.8533253537639873,0.0,3.436221181302093,4.678687769727618]",0
150015.0,1.0,10.0,1.0,"[150015.0,1.0,10.0,1.0]","[0.8177094899673876,0.5344121180789212,3.7760672322001025,4.678687769727618]",0
222959.0,4.0,8.0,1.0,"[222959.0,4.0,8.0,1.0]","[1.21531640285064,2.1376484723156848,3.020853785760082,4.678687769727618]",1
101544.0,0.0,9.6,1.0,"[101544.0,0.0,9.6,1.0]","[0.5535012662017025,0.0,3.625024542912098,4.678687769727618]",0
13700.0,0.0,7.9,1.0,"[13700.0,0.0,7.9,1.0]","[0.07467666575044635,0.0,2.9830931134380814,4.678687769727618]",0
46400.0,0.0,7.0,1.0,"[46400.0,0.0,7.0,1.0]","[0.252919510278884,0.0,2.643247062540072,4.678687769727618]",0
196223.0,4.0,8.6,1.0,"[196223.0,4.0,8.6,1.0]","[1.0695824367554625,2.1376484723156848,3.247417819692088,4.678687769727618]",1
37703.0,0.0,9.1,1.0,"[37703.0,0.0,9.1,1.0]","[0.20551345465613716,0.0,3.436221181302093,4.678687769727618]",0
182856.0,4.0,8.4,1.0,"[182856.0,4.0,8.4,1.0]","[0.9967209045593882,2.1376484723156848,3.1718964750480865,4.678687769727618]",1
173733.0,5.0,9.9,1.0,"[173733.0,5.0,9.9,1.0]","[0.9469927861914085,2.672060590394606,3.738306559878102,4.678687769727618]",1
159124.0,4.0,9.4,1.0,"[159124.0,4.0,9.4,1.0]","[0.8673612964141625,2.1376484723156848,3.5495031982680967,4.678687769727618]",1
86711.0,4.0,9.0,1.0,"[86711.0,4.0,9.0,1.0]","[0.4726487856851791,2.1376484723156848,3.3984605089800923,4.678687769727618]",1
142374.0,5.0,9.6,1.0,"[142374.0,5.0,9.6,1.0]","[0.7760595335440912,2.672060590394606,3.625024542912098,4.678687769727618]",1
90841.0,3.0,8.2,1.0,"[90841.0,3.0,8.2,1.0]","[0.4951608024406056,1.6032363542367636,3.096375130404084,4.678687769727618]",1
90255.0,2.0,8.5,1.0,"[90255.0,2.0,8.5,1.0]","[0.4919666034530318,1.0688242361578424,3.2096571473700872,4.678687769727618]",1
241699.0,4.0,6.7,1.0,"[241699.0,4.0,6.7,1.0]","[1.3174653602348272,2.1376484723156848,2.5299650455740688,4.678687769727618]",1
58638.0,3.0,9.6,1.0,"[58638.0,3.0,9.6,1.0]","[0.3196270311149397,1.6032363542367636,3.625024542912098,4.678687769727618]",1
1074544.0,0.0,9.7,1.0,"[1074544.0,0.0,9.7,1.0]","[5.857179789937783,0.0,3.6627852152340994,4.678687769727618]",1
201692.0,2.0,9.3,1.0,"[201692.0,2.0,9.3,1.0]","[1.09939314368898,1.0688242361578424,3.511742525946096,4.678687769727618]",1
244972.0,3.0,8.7,1.0,"[244972.0,3.0,8.7,1.0]","[1.335305997242215,1.6032363542367636,3.285178492014089,4.678687769727618]",1
103424.0,1.0,6.4,1.0,"[103424.0,1.0,6.4,1.0]","[0.563748867049209,0.5344121180789212,2.416683028608066,4.678687769727618]",0
148346.0,2.0,6.2,1.0,"[148346.0,2.0,6.2,1.0]","[0.8086120187894682,1.0688242361578424,2.3411616839640637,4.678687769727618]",0
214596.0,2.0,6.8,1.0,"[214596.0,2.0,6.8,1.0]","[1.16973093163378,1.0688242361578424,2.5677257178960695,4.678687769727618]",1
158911.0,0.0,8.7,1.0,"[158911.0,0.0,8.7,1.0]","[0.866200265041546,0.0,3.285178492014089,4.678687769727618]",0
50344.0,4.0,9.5,1.0,"[50344.0,4.0,9.5,1.0]","[0.27441766865258915,2.1376484723156848,3.5872638705900974,4.678687769727618]",1
119633.0,1.0,7.0,1.0,"[119633.0,1.0,7.0,1.0]","[0.6521017192498648,0.5344121180789212,2.643247062540072,4.678687769727618]",0
268431.0,0.0,7.6,1.0,"[268431.0,0.0,7.6,1.0]","[1.4631775229239463,0.0,2.8698110964720778,4.678687769727618]",0
165666.0,4.0,8.6,1.0,"[165666.0,4.0,8.6,1.0]","[0.9030207670228793,2.1376484723156848,3.247417819692088,4.678687769727618]",1
103192.0,3.0,8.7,1.0,"[103192.0,3.0,8.7,1.0]","[0.5624842694978146,1.6032363542367636,3.285178492014089,4.678687769727618]",1
233644.0,5.0,8.1,1.0,"[233644.0,5.0,8.1,1.0]","[1.2735587512844735,2.672060590394606,3.058614458082083,4.678687769727618]",1
33613.0,0.0,8.3,1.0,"[33613.0,0.0,8.3,1.0]","[0.18321947196129587,0.0,3.1341358027260853,4.678687769727618]",0
31496.0,0.0,8.2,1.0,"[31496.0,0.0,8.2,1.0]","[0.17168001930482177,0.0,3.096375130404084,4.678687769727618]",0
87367.0,5.0,9.4,1.0,"[87367.0,5.0,9.4,1.0]","[0.47622454427877714,2.672060590394606,3.5495031982680967,4.678687769727618]",1
344486.0,0.0,9.5,1.0,"[344486.0,0.0,9.5,1.0]","[1.8777420348692162,0.0,3.5872638705900974,4.678687769727618]",0
65462.0,3.0,8.8,1.0,"[65462.0,3.0,8.8,1.0]","[0.3568236418507824,1.6032363542367636,3.322939164336091,4.678687769727618]",1
50700.0,0.0,9.1,1.0,"[50700.0,0.0,9.1,1.0]","[0.27635817179179784,0.0,3.436221181302093,4.678687769727618]",0
48800.0,0.0,0.0,1.0,"[48800.0,0.0,0.0,1.0]","[0.2660015539139987,0.0,0.0,4.678687769727618]",0
204339.0,1.0,7.3,1.0,"[204339.0,1.0,7.3,1.0]","[1.1138215476482085,0.5344121180789212,2.756529079506075,4.678687769727618]",0
153834.0,4.0,7.2,1.0,"[153834.0,4.0,7.2,1.0]","[0.8385262919017639,2.1376484723156848,2.718768407184074,4.678687769727618]",1
104615.0,5.0,9.8,1.0,"[104615.0,5.0,9.8,1.0]","[0.5702408312031347,2.672060590394606,3.700545887556101,4.678687769727618]",1
148571.0,1.0,6.5,1.0,"[148571.0,1.0,6.5,1.0]","[0.8098384603802602,0.5344121180789212,2.454443700930067,4.678687769727618]",0
78110.0,0.0,9.3,1.0,"[78110.0,0.0,9.3,1.0]","[0.42576601180783685,0.0,3.511742525946096,4.678687769727618]",0
174086.0,5.0,7.8,1.0,"[174086.0,5.0,7.8,1.0]","[0.9489169367760732,2.672060590394606,2.94533244111608,4.678687769727618]",1
241097.0,5.0,7.2,1.0,"[241097.0,5.0,7.2,1.0]","[1.3141839476230193,2.672060590394606,2.718768407184074,4.678687769727618]",1
168334.0,1.0,9.4,1.0,"[168334.0,1.0,9.4,1.0]","[0.9175636388639151,0.5344121180789212,3.5495031982680967,4.678687769727618]",0
143163.0,0.0,8.3,1.0,"[143163.0,0.0,8.3,1.0]","[0.7803602553891351,0.0,3.1341358027260853,4.678687769727618]",0
50000.0,0.0,9.9,1.0,"[50000.0,0.0,9.9,1.0]","[0.27254257573155605,0.0,3.738306559878102,4.678687769727618]",0
179911.0,4.0,8.4,1.0,"[179911.0,4.0,8.4,1.0]","[0.9806681468487995,2.1376484723156848,3.1718964750480865,4.678687769727618]",1
74765.0,4.0,9.6,1.0,"[74765.0,4.0,9.6,1.0]","[0.40753291349139575,2.1376484723156848,3.625024542912098,4.678687769727618]",1
67337.0,4.0,9.5,1.0,"[67337.0,4.0,9.5,1.0]","[0.3670439884407158,2.1376484723156848,3.5872638705900974,4.678687769727618]",1
206184.0,3.0,7.6,1.0,"[206184.0,3.0,7.6,1.0]","[1.123878368692703,1.6032363542367636,2.8698110964720778,4.678687769727618]",1
78955.0,4.0,10.0,1.0,"[78955.0,4.0,10.0,1.0]","[0.43037198133770016,2.1376484723156848,3.7760672322001025,4.678687769727618]",1
109244.0,0.0,9.2,1.0,"[109244.0,0.0,9.2,1.0]","[0.5954728228643622,0.0,3.4739818536240943,4.678687769727618]",0
338222.0,0.0,9.6,1.0,"[338222.0,0.0,9.6,1.0]","[1.8435979009815668,0.0,3.625024542912098,4.678687769727618]",0
100000.0,2.0,6.5,1.0,"[100000.0,2.0,6.5,1.0]","[0.5450851514631121,1.0688242361578424,2.454443700930067,4.678687769727618]",0
179728.0,5.0,8.9,1.0,"[179728.0,5.0,8.9,1.0]","[0.979670641021622,2.672060590394606,3.3606998366580916,4.678687769727618]",1
61800.0,0.0,7.2,1.0,"[61800.0,0.0,7.2,1.0]","[0.33686262360420327,0.0,2.718768407184074,4.678687769727618]",0
93578.0,4.0,8.2,1.0,"[93578.0,4.0,8.2,1.0]","[0.510079783036151,2.1376484723156848,3.096375130404084,4.678687769727618]",1
45000.0,0.0,8.7,1.0,"[45000.0,0.0,8.7,1.0]","[0.24528831815840044,0.0,3.285178492014089,4.678687769727618]",0
71636.0,0.0,9.8,1.0,"[71636.0,0.0,9.8,1.0]","[0.390477199102115,0.0,3.700545887556101,4.678687769727618]",0
541156.0,0.0,9.3,1.0,"[541156.0,0.0,9.3,1.0]","[2.949761002251719,0.0,3.511742525946096,4.678687769727618]",0
42363.0,0.0,9.5,1.0,"[42363.0,0.0,9.5,1.0]","[0.23091442271431817,0.0,3.5872638705900974,4.678687769727618]",0
25000.0,0.0,0.0,1.0,"[25000.0,0.0,0.0,1.0]","[0.13627128786577802,0.0,0.0,4.678687769727618]",0
223603.0,5.0,9.1,1.0,"[223603.0,5.0,9.1,1.0]","[1.2188267512260624,2.672060590394606,3.436221181302093,4.678687769727618]",1
66213.0,4.0,8.0,1.0,"[66213.0,4.0,8.0,1.0]","[0.3609172313382704,2.1376484723156848,3.020853785760082,4.678687769727618]",1
77261.0,3.0,7.8,1.0,"[77261.0,3.0,7.8,1.0]","[0.42113823887191504,1.6032363542367636,2.94533244111608,4.678687769727618]",1
80652.0,3.0,7.6,1.0,"[80652.0,3.0,7.6,1.0]","[0.43962207635802913,1.6032363542367636,2.8698110964720778,4.678687769727618]",1
75008.0,4.0,9.6,1.0,"[75008.0,4.0,9.6,1.0]","[0.4088574704094511,2.1376484723156848,3.625024542912098,4.678687769727618]",1
537272.0,0.0,9.6,1.0,"[537272.0,0.0,9.6,1.0]","[2.9285898949688915,0.0,3.625024542912098,4.678687769727618]",0
40560.0,0.0,8.8,1.0,"[40560.0,0.0,8.8,1.0]","[0.22108653743343826,0.0,3.322939164336091,4.678687769727618]",0
110172.0,5.0,7.2,1.0,"[110172.0,5.0,7.2,1.0]","[0.6005312130699398,2.672060590394606,2.718768407184074,4.678687769727618]",1
78255.0,4.0,10.0,1.0,"[78255.0,4.0,10.0,1.0]","[0.42655638527745837,2.1376484723156848,3.7760672322001025,4.678687769727618]",1
66713.0,2.0,6.1,1.0,"[66713.0,2.0,6.1,1.0]","[0.36364265709558596,1.0688242361578424,2.3034010116420625,4.678687769727618]",0
124250.0,2.0,9.1,1.0,"[124250.0,2.0,9.1,1.0]","[0.6772683006929168,1.0688242361578424,3.436221181302093,4.678687769727618]",1
161041.0,1.0,9.1,1.0,"[161041.0,1.0,9.1,1.0]","[0.8778105787677103,0.5344121180789212,3.436221181302093,4.678687769727618]",0
236997.0,4.0,9.9,1.0,"[236997.0,4.0,9.9,1.0]","[1.2918354564130317,2.1376484723156848,3.738306559878102,4.678687769727618]",1
197296.0,0.0,8.6,1.0,"[197296.0,0.0,8.6,1.0]","[1.0754312004306616,0.0,3.247417819692088,4.678687769727618]",0
222207.0,5.0,6.2,1.0,"[222207.0,5.0,6.2,1.0]","[1.2112173625116374,2.672060590394606,2.3411616839640637,4.678687769727618]",1
233967.0,2.0,8.5,1.0,"[233967.0,2.0,8.5,1.0]","[1.2753193763236994,1.0688242361578424,3.2096571473700872,4.678687769727618]",1
248109.0,5.0,9.6,1.0,"[248109.0,5.0,9.6,1.0]","[1.3524053184436127,2.672060590394606,3.625024542912098,4.678687769727618]",1
193262.0,3.0,8.3,1.0,"[193262.0,3.0,8.3,1.0]","[1.0534424654206396,1.6032363542367636,3.1341358027260853,4.678687769727618]",1
82026.0,2.0,9.2,1.0,"[82026.0,2.0,9.2,1.0]","[0.4471115463391323,1.0688242361578424,3.4739818536240943,4.678687769727618]",1
190254.0,4.0,9.4,1.0,"[190254.0,4.0,9.4,1.0]","[1.0370463040646292,2.1376484723156848,3.5495031982680967,4.678687769727618]",1
152319.0,3.0,9.6,1.0,"[152319.0,3.0,9.6,1.0]","[0.8302682518570976,1.6032363542367636,3.625024542912098,4.678687769727618]",1
179927.0,2.0,9.1,1.0,"[179927.0,2.0,9.1,1.0]","[0.9807553604730337,1.0688242361578424,3.436221181302093,4.678687769727618]",1
213436.0,2.0,7.4,1.0,"[213436.0,2.0,7.4,1.0]","[1.163407943876808,1.0688242361578424,2.7942897518280763,4.678687769727618]",1
142550.0,3.0,9.5,1.0,"[142550.0,3.0,9.5,1.0]","[0.7770188834106663,1.6032363542367636,3.5872638705900974,4.678687769727618]",1
177571.0,4.0,10.0,1.0,"[177571.0,4.0,10.0,1.0]","[0.9679131543045627,2.1376484723156848,3.7760672322001025,4.678687769727618]",1
180000.0,0.0,9.6,1.0,"[180000.0,0.0,9.6,1.0]","[0.9811532726336017,0.0,3.625024542912098,4.678687769727618]",0
209376.0,0.0,8.7,1.0,"[209376.0,0.0,8.7,1.0]","[1.1412774867274056,0.0,3.285178492014089,4.678687769727618]",0
31136.0,0.0,8.0,1.0,"[31136.0,0.0,8.0,1.0]","[0.16971771275955458,0.0,3.020853785760082,4.678687769727618]",0
64000.0,0.0,8.8,1.0,"[64000.0,0.0,8.8,1.0]","[0.3488544969363917,0.0,3.322939164336091,4.678687769727618]",0
207436.0,1.0,7.1,1.0,"[207436.0,1.0,7.1,1.0]","[1.1307028347890211,0.5344121180789212,2.6810077348620727,4.678687769727618]",0
124015.0,0.0,8.2,1.0,"[124015.0,0.0,8.2,1.0]","[0.6759873505869785,0.0,3.096375130404084,4.678687769727618]",0
256799.0,0.0,9.0,1.0,"[256799.0,0.0,9.0,1.0]","[1.3997732181057572,0.0,3.3984605089800923,4.678687769727618]",0
156576.0,0.0,9.0,1.0,"[156576.0,0.0,9.0,1.0]","[0.8534725267548824,0.0,3.3984605089800923,4.678687769727618]",0
94500.0,0.0,8.5,1.0,"[94500.0,0.0,8.5,1.0]","[0.5151054681326409,0.0,3.2096571473700872,4.678687769727618]",0
72107.0,4.0,7.9,1.0,"[72107.0,4.0,7.9,1.0]","[0.3930445501655062,2.1376484723156848,2.9830931134380814,4.678687769727618]",1
145163.0,5.0,9.0,1.0,"[145163.0,5.0,9.0,1.0]","[0.7912619584183974,2.672060590394606,3.3984605089800923,4.678687769727618]",1
206098.0,3.0,9.1,1.0,"[206098.0,3.0,9.1,1.0]","[1.1234095954624448,1.6032363542367636,3.436221181302093,4.678687769727618]",1
231694.0,1.0,8.5,1.0,"[231694.0,1.0,8.5,1.0]","[1.2629295908309428,0.5344121180789212,3.2096571473700872,4.678687769727618]",0
92000.0,0.0,10.0,1.0,"[92000.0,0.0,10.0,1.0]","[0.5014783393460631,0.0,3.7760672322001025,4.678687769727618]",0
