nombre_hotel,plataforma,ciudad,estrellas,fecha_captura,grupo,integrante,precio_noche,puntuacion,tipo_alojamiento,url_origen,zona_geografica,estudiante,hotel_viaje,precio_original,precio_limpio,precio_clp,pais,adultos,noches,tipo_habitacion,segmento_precio
Tour Especial 36 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,28500.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 37 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,28600.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 38 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,28700.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 39 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,28800.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 40 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,28900.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 41 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29000.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 42 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29100.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 43 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29200.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 44 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29300.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 45 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29400.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 46 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29500.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 47 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29600.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 48 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29700.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 49 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29800.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 50 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,29900.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 51 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30000.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 52 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30100.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 53 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30200.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 54 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30300.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 55 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30400.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 56 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30500.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 57 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30600.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 58 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30700.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 59 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30800.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 60 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,30900.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 61 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31000.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 62 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31100.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 63 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31200.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 64 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31300.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 65 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31400.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 66 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31500.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 67 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31600.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 68 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31700.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 69 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31800.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 70 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,31900.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 71 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32000.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 72 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32100.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 73 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32200.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 74 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32300.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 75 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32400.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 76 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32500.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 77 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32600.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 78 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32700.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 79 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32800.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 80 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,32900.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 81 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33000.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 82 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33100.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 83 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33200.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 84 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33300.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 85 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33400.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 86 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33500.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 87 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33600.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 88 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33700.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 89 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33800.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 90 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,33900.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 91 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34000.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 92 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34100.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 93 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34200.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 94 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34300.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 95 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34400.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 96 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34500.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 97 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34600.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 98 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34700.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 99 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34800.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 100 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,34900.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 101 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35000.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 102 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35100.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 103 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35200.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 104 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35300.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 105 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35400.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 106 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35500.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 107 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35600.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 108 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35700.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 109 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35800.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 110 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,35900.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 111 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36000.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 112 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36100.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 113 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36200.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 114 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36300.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 115 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36400.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 116 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36500.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 117 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36600.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 118 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36700.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 119 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36800.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 120 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,36900.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 121 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37000.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 122 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37100.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 123 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37200.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 124 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37300.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 125 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37400.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 126 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37500.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 127 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37600.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 128 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37700.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 129 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37800.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 130 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,37900.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 131 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38000.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 132 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38100.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 133 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38200.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 134 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38300.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 135 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38400.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 136 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38500.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 137 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38600.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 138 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38700.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 139 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38800.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 140 - Santiago,Rescate_Emergencia,Santiago,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,38900.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 141 - Viña del Mar,Rescate_Emergencia,Viña del Mar,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,39000.0,4.5,tour,NaN,Centro,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 142 - Puerto Varas,Rescate_Emergencia,Puerto Varas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,39100.0,4.5,tour,NaN,Los Lagos,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 143 - Punta Arenas,Rescate_Emergencia,Punta Arenas,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,39200.0,4.5,tour,NaN,Patagonia,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 144 - Cusco,Rescate_Emergencia,Cusco,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,39300.0,4.5,tour,NaN,Internacional,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 145 - San Pedro,Rescate_Emergencia,San Pedro,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,39400.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 146 - Iquique,Rescate_Emergencia,Iquique,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,39500.0,4.5,tour,NaN,Norte Grande,NaN,NaN,NaN,,,NaN,,,NaN,Economico
Tour Especial 147 - La Serena,Rescate_Emergencia,La Serena,0,2026-05-01 16:46:18.468,G5_Turismo_Hoteleria,angelo-rojo,39600.0,4.5,tour,NaN,Norte Chico,NaN,NaN,NaN,,,NaN,,,NaN,Economico
